episode,step,qpos0,qpos1,qpos2,qpos3,qpos4,qpos5,qpos6,qpos7,qvel0,qvel1,qvel2,qvel3,qvel4,qvel5,qvel6,qvel7,qpos12,qpos13,qpos14,qpos15,qpos16,qpos17,qpos18,qpos19,action0,action1,action2,action3,action4,action5,action6,action7,terminated
0.0,10.0,-0.00010856353814639642,-0.04355461339854521,0.009207266488654005,-0.03983334706599048,0.004093538890046033,-0.04690906499595794,0.11604543231598687,-0.17212646373024848,-0.01089159998259138,-5.133312709533141,1.040383769342192,-1.693160897008354,0.690299977914959,-2.818282146107492,11.231951622409763,-16.14814423360724,7.621788966924402e-05,0.1284594059759157,-0.0017770905234961972,-0.11215347604872034,-0.02055733255582486,-0.13455457433855442,-0.10808627641135087,-0.17540523529192364,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,11.0,-0.00013146800293740697,-0.05409531267597423,0.011436946795128928,-0.04419120230452786,0.005643053321311592,-0.05103098105298931,0.1396031676625502,-0.20572113826983254,-0.012023778464217245,-5.406080214167069,1.1898177919080113,-2.6521889782235575,0.8581641530199701,-1.3222882447537723,12.321742062946837,-17.438185839718805,9.176151179051319e-05,0.15019190653127276,-0.0019646585884602356,-0.13155467800343307,-0.02507335406688297,-0.1594413461340729,-0.1297549034353322,-0.20959162688418592,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,12.0,-0.00015686053753300556,-0.06550025335191423,0.013939315791016791,-0.04850794109415985,0.00743816586336342,-0.05497287870635083,0.16517228781708004,-0.24185508000810357,-0.013376328636087453,-5.985521999910901,1.3129994131167044,-1.6839540528424193,0.9381934559346164,-2.605191761682314,13.245483885636189,-18.68788317229898,0.00010864176076329078,0.17282830374899044,-0.002092773796911884,-0.15187392999637,-0.030061106280090455,-0.18584808961909308,-0.15322306028054705,-0.24633457857203767,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,13.0,-0.00018477475579765462,-0.07766696632768577,0.016722058733477693,-0.05289320361437106,0.009515694880535289,-0.05854037462192206,0.19274027912614028,-0.2770687008714219,-0.014551225354111774,-6.181036609998867,1.470522411843003,-2.687658864934581,1.1378412650849994,-0.9819895793942446,14.317937121561522,-16.539833830760163,0.00012684056335010119,0.1962540014160583,-0.0021428234400753267,-0.1730183554919298,-0.03551786122981408,-0.21365817557202588,-0.17845569333531555,-0.28553045637501323,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,14.0,-0.00021531902329352068,-0.09078252830026316,0.019800549011443527,-0.056682002703333234,0.011885782609089632,-0.06193885176957664,0.22225569409215246,-0.3109051585537425,-0.016003620019105446,-6.915165313247005,1.6080836554980953,-1.129448562217477,1.2327678177793449,-2.3993759564654025,15.19631989884206,-17.291953752858063,0.0001463478493113991,0.22036775404065306,-0.002095081143313007,-0.19490562467907174,-0.041435718629665566,-0.24276041330338077,-0.205420358491568,-0.32707953775569176,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,15.0,-0.0002486179054236283,-0.10470339627744527,0.02318258073785105,-0.06005058944836125,0.014553091684816654,-0.06504172360398905,0.2536958058350005,-0.3428738995407827,-0.017310620231826456,-7.007322937657084,1.7748037043631395,-2.2236440662319183,1.4327903816474694,-0.7236518934206708,16.239102032919064,-14.693792691521159,0.00016716311456909088,0.24508000413737316,-0.0019287220117483756,-0.2174628313885756,-0.047800922949233084,-0.2730486158885605,-0.23408715074815994,-0.37088590360045215,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,16.0,-0.0002848296675496371,-0.11919542749574548,0.026866057971391636,-0.06341535533320575,0.01750973654608214,-0.06786171393955835,0.2870258587678175,-0.3720863282468329,-0.018911764414966795,-7.471662968885509,1.9089012686105271,-1.160951880979206,1.5250947468241938,-2.080140537221128,17.08961979027911,-14.52002962796091,0.00018929680218901314,0.2703113648796514,-0.0016218669567763494,-0.24062553494905645,-0.054593266688295713,-0.30442121787303444,-0.26442859988723594,-0.41685733980278517,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,17.0,-0.0003241243981663795,-0.13413330385709366,0.030852022713585767,-0.06683305326845718,0.020746734119263054,-0.07063488407067739,0.3222011457724407,-0.3986266715845923,-0.0203986968625474,-7.469257741531642,2.077967693080748,-2.2413670684702165,1.7107237550117262,-0.7096817176450447,18.081134862170124,-12.036595197614654,0.000212771485214672,0.29599122461766386,-0.001151661198417225,-0.26433694172492206,-0.06178559191089968,-0.3367809385650953,-0.29641952340548877,-0.4649052495539334,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,18.0,-0.0003667011545616621,-0.149670765083569,0.03515144156239124,-0.06979053292464842,0.024249311741997643,-0.07352333970056264,0.3591738670490382,-0.42417022186762365,-0.02219103610640779,-8.050269883245063,2.221214023398591,-0.7425385086709317,1.7925556733056145,-2.1607423059407873,18.89101561943917,-13.497580159173989,0.00023762283363303505,0.322056452413665,-0.0004943921050708034,-0.28854720128078376,-0.06934340435946977,-0.3700344837934004,-0.33003682746142327,-0.5149445772967132,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,19.0,-0.00041269305646581434,-0.1657559192952645,0.039785045798078546,-0.07252724155426607,0.028036040613637986,-0.07581324978277955,0.39795664266061037,-0.4486945268190748,-0.023821028643333502,-8.037918706052551,2.4131994283866636,-1.976075394498676,1.9914718585733746,-0.15333235224578212,19.886407032385993,-11.043362585954448,0.0002639003464327156,0.3484501863834132,0.000374348222213416,-0.31321279212884007,-0.07722461663143905,-0.4040922795215008,-0.36525924655130987,-0.5668937450233271,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,20.0,-0.0004625570868097313,-0.18226505249145283,0.04467731174496494,-0.07513205070776247,0.03208098451900415,-0.07767823234859257,0.4373507899391342,-0.47110894990353974,-0.026042831141708737,-8.4569033767897,2.478676463084496,-0.6523319361458932,2.053719691469166,-1.6931451324119662,19.510889455136226,-11.368960601814855,0.0002916678286063377,0.37512068940521665,0.001479449976009527,-0.33829597201632,-0.08537943907391793,-0.4388682321108466,-0.40206701309780485,-0.6206746011665264,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,21.0,-0.0005169488499077358,-0.19898564280886755,0.04965048444192182,-0.07759854567748037,0.03631513685935577,-0.08003049798531127,0.4748269120612969,-0.4914751655845986,-0.028337347864478536,-8.271223181517064,2.4952848640695073,-1.798339671974807,2.178035602048981,-0.6730553427726631,17.968856530303288,-9.01247558278412,0.0003210035919185639,0.4020202598536629,0.00284601651747204,-0.3637642679161337,-0.09375043927984326,-0.4742795124233286,-0.4404414492940525,-0.6762123817231526,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,22.0,-0.0005760311586993836,-0.21576816388091502,0.05462828296940796,-0.07996491639287177,0.040700419413965294,-0.0830310139002682,0.5092228346531643,-0.5110937663649848,-0.03073221048191591,-8.501391910202175,2.482170394705823,-0.5893534462881662,2.2069344656509187,-2.308112662511343,16.434830312693986,-10.595632408170422,0.00035200035730536237,0.42910418865656247,0.004499033480830228,-0.3895899815642464,-0.10227279330075027,-0.5102463644366458,-0.48036447558136364,-0.733435682449359,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,23.0,-0.0006392209157029905,-0.23126361979407484,0.05971299711954452,-0.08310658411673263,0.04539700618704653,-0.08582957216250382,0.5415024716571089,-0.5299201874059022,-0.0324577548205556,-7.025881813647567,2.6026285912827465,-2.5154480453228687,2.4880775328912312,-0.5122195282404465,15.844292615424242,-8.246011362296132,0.0003847648360629373,0.45632975840915635,0.006462971054176743,-0.4157496878701781,-0.11087475373728853,-0.5466919436336088,-0.5218180332524094,-0.7922764399835708,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,24.0,-0.0007065346292631398,-0.24599946394539057,0.06489370540407582,-0.08623674519047114,0.05036022521028126,-0.08852660374332894,0.5715743058962783,-0.547104524333822,-0.03484645138675674,-7.689505312112559,2.5775478244765306,-0.6481454059160676,2.473677728222136,-2.165014535678288,14.236313194760818,-8.933613399439407,0.00041941696691813403,0.4836552857558222,0.008761315555819238,-0.44222370619898865,-0.11947836135853696,-0.5835421960491888,-0.5647834230606283,-0.852669918613296,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,25.0,-0.0007778238816360524,-0.25977860545985626,0.07019102844631639,-0.0892284994270361,0.05561380592162134,-0.0911607128557143,0.5997272477765866,-0.562663757645106,-0.03644617354516007,-6.121662531560657,2.7194733440666257,-2.3095157993195246,2.7787672865535225,-0.4889025654460466,13.91521964175133,-6.640575400987167,0.0004561804228924834,0.5108837659883144,0.011378745045132034,-0.4691929291564222,-0.12791266195756187,-0.6195096799999831,-0.6091908257768505,-0.9145566562129788,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,26.0,-0.0008530942366830953,-0.27280472941423556,0.07560587329917624,-0.0920065053907638,0.061123502406673795,-0.09345762305402756,0.6260074520344808,-0.5776189004657483,-0.038816809797903154,-6.882356914075839,2.6948863902741484,-0.5015768454234162,2.7292949086170544,-1.7923822759470367,12.37337180521027,-8.303475388288582,0.0004952594202844027,0.5378040473162813,0.014273404228600614,-0.4968612766431375,-0.13600807812102253,-0.6531284988223177,-0.6549449323582521,-0.9778819054851854,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,27.0,-0.0009322612794601513,-0.284936809327218,0.0811451325972257,-0.09466834295512337,0.06690360763938076,-0.09540791426032558,0.650564763947547,-0.5919392447822943,-0.0403547488628447,-5.282194465577138,2.8439776402084718,-2.126278608330608,3.050124607773717,-0.17673267907110812,12.18198128490099,-6.031774605326757,0.000536718123657434,0.564424075826044,0.01744380321655367,-0.5251584315028914,-0.14372602582240343,-0.684597441939387,-0.7020057275906372,-1.042591671576228,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,28.0,-0.0010153305803588103,-0.2962760158739026,0.08678776870135187,-0.0970145022880314,0.07293291538885355,-0.09748636477264094,0.6733954331199088,-0.6052055330766503,-0.04270741106687063,-6.035051010948827,2.7982484086747452,-0.2543865813201869,2.978406962137444,-1.881309145136953,10.6577469840186,-7.226483975783299,0.0005808523780061981,0.5899349568110968,0.020933190091560847,-0.5522865363236328,-0.15092340188753026,-0.7143365528860868,-0.7503774635522432,-1.1086329139246434,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,29.0,-0.0011022497133874702,-0.306842183751356,0.0925514430429627,-0.09929094661599845,0.07921736955630178,-0.09954068716491071,0.6948174053153174,-0.6174147667222294,-0.04421850826602222,-4.561890994566193,2.9652119111967217,-1.9872174497931305,3.3056197644132443,-0.19273244590851268,10.760830344114499,-4.997460899896935,0.0006278383293481935,0.6140285110290528,0.024727376898666463,-0.5777045212875884,-0.15749528469644905,-0.7419628047326571,-0.8000016993570329,-1.1759579122392627,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,30.0,-0.0011930610128133912,-0.3168194898309186,0.09843825906861803,-0.10142334158475104,0.08572776877841226,-0.10129419698367571,0.7148635438654455,-0.6291459463005445,-0.046587120501971946,-5.3921320834275255,2.9212342192606533,-0.17914436901773656,3.203923145950493,-1.5445796685549706,9.293790743901978,-6.722231407373925,0.0006776878493857837,0.6368531306840249,0.028815526308131265,-0.6014532358904816,-0.16346899120699657,-0.7679943747522061,-0.8508337170205427,-1.24451962864061,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,31.0,-0.001287741615799993,-0.3261452480835498,0.10444657185853655,-0.10342807652438132,0.09247435103349767,-0.10273972127970532,0.7335512002299112,-0.6403644664033501,-0.048100596312652524,-3.963118565081538,3.086761664852188,-1.792536963351352,3.5422555620894043,0.08036826154111054,9.390551797689184,-4.510921151639694,0.000730365331905321,0.658492556912233,0.03311666649414396,-0.6238415519080236,-0.16887429674511484,-0.7920886671213964,-0.902803227704151,-1.3142729639068498,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,32.0,-0.001386308340659481,-0.3348723230709745,0.11055761438977554,-0.105122461921314,0.09944976308609088,-0.10433334234452579,0.7509092150203498,-0.6503760846675706,-0.05046088356914152,-4.741689371332974,3.023923552167319,0.06329829174810131,3.433003005821379,-1.6532873999095734,7.976344174910187,-5.494046900742353,0.0007858732907755684,0.6789403401674613,0.037594184092846095,-0.64461485627207,-0.17378109473685957,-0.8148801721050799,-0.9558663126393436,-1.3851736763109694,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,33.0,-0.0014887287986234303,-0.342957360368918,0.116791037468523,-0.10684249550101961,0.10667548794520369,-0.1059105790770499,0.7672067960802084,-0.6591885816253775,-0.05196841562317186,-3.3726765996726398,3.209405753685263,-1.7477293239091929,3.792362682229883,0.05624101721903152,8.316625966969905,-3.33280197975396,0.0008441303265670517,0.698373082018747,0.04214380805197585,-0.6643558621123694,-0.17825622768932162,-0.8358343635757787,-1.0099458479605765,-1.4571803791499378,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,34.0,-0.0015950822730141103,-0.35058000254964194,0.12314547292359694,-0.10850030070828197,0.1141154179739514,-0.10725655401376302,0.7824236810298442,-0.6676550641791553,-0.05438025642391393,-4.226432229196646,3.144738979151811,0.055397587826719885,3.647485455638082,-1.384992651316467,6.90876251411067,-5.12177436586683,0.0009052257820316993,0.7167242220590293,0.04674005141384759,-0.6826476866040729,-0.1823675290660649,-0.8556975974742853,-1.0650139846178603,-1.5288171200503047,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,35.0,-0.001705392036042663,-0.3577554817410116,0.1296223923092363,-0.1099922948080387,0.1217715974811166,-0.10836134343893042,0.7966410533873157,-0.6757355932831679,-0.0559390621135269,-2.9750996319317347,3.33187665183311,-1.5157096181474206,4.008194667330596,0.2614334454919005,7.303910821738855,-2.973043138216025,0.0009692329853141156,0.7342111504227183,0.051300294664788054,-0.6999885842989999,-0.18617901731180264,-0.8742873002489441,-1.1210696978254326,-1.5962502517268824,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,36.0,-0.0018196674814440965,-0.3644225496631717,0.13620244933916043,-0.11121170072798421,0.129654237390448,-0.10960919666262368,0.8098541675311332,-0.6834994726215896,-0.05833163925421099,-3.6716706552500797,3.2478628094787734,0.2627657236322827,3.874978556559232,-1.488269494161758,5.918499468565482,-4.778807661482139,0.0010375578474173504,0.750792954629229,0.05573743259774311,-0.7164215568259927,-0.18982489325511545,-0.8916727802703505,-1.1758919488922852,-1.6584344264720463,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,37.0,-0.0019379245750792877,-0.3706106462421082,0.1429039806947459,-0.11245620969457672,0.1377735245779128,-0.11082442715071024,0.8222478891334851,-0.690911085980483,-0.059936245757910234,-2.5410644116513623,3.453659960581889,-1.4740024247328627,4.243622212543223,0.2528241290527431,6.469553616438391,-2.646997111140749,0.0011113969434252305,0.7663397703151837,0.059987630577069885,-0.7316787118876056,-0.1934607711814165,-0.9079815454581017,-1.2273247937355738,-1.7164600842548687,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,38.0,-0.002060240700287127,-0.37644672830562537,0.14972536683926857,-0.11363587612192967,0.14610505649754207,-0.111873035362235,0.833821670015078,-0.6977822420618395,-0.06237550155561383,-3.274197608052094,3.367417928621914,0.26119666863083135,4.088573824337061,-1.282979380599398,5.112687231933002,-4.213710535626943,0.0011904993526848484,0.780933546582235,0.06400866987451272,-0.7458166158536225,-0.19721117685560896,-0.9232822332478281,-1.2754094156093791,-1.7709287136594434,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,39.0,-0.0021866509399683454,-0.3819298849376177,0.15666778421169472,-0.11471462897656036,0.15465451493176696,-0.11272258293703999,0.8446314105648909,-0.7040846388509511,-0.06404596247535624,-2.231186419945325,3.5748392031982985,-1.3094053075358978,4.460052700291568,0.4139336543773162,5.691377458099649,-2.102748857455591,0.001274632950758473,0.7948231365458265,0.06776859571004913,-0.7591918994461554,-0.2011791417629704,-0.9376015277333052,-1.3202166102017923,-1.821422416268105,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,40.0,-0.002317179147857658,-0.3870055179555356,0.16371395357193286,-0.11559225627275407,0.16343370345818362,-0.1136946728898761,0.8546953676512113,-0.7101409023152141,-0.06647806973435298,-2.8265629691395437,3.470967844751765,0.3995745551840162,4.320224495729297,-1.3645580776748296,4.381172384745934,-3.941281218582281,0.001363523017443606,0.8080634343349519,0.07124782372010662,-0.7718079834595235,-0.2054600833556873,-0.9510431667353766,-1.3617752709024302,-1.869467565869948,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
0.0,41.0,-0.002451875572870052,-0.3917354437889819,0.17087913311754444,-0.1164770203292717,0.17244171004702902,-0.11463362279753908,0.8641135144577405,-0.7159120750604577,-0.06823029043872939,-1.923389431629058,3.694296914574024,-1.2535271232136027,4.686717820509888,0.40488642184238044,5.030767291212909,-1.8438616276275326,0.0014569639602923375,0.8206636045223874,0.0744348883910584,-0.7835423685272997,-0.21011980327886617,-0.9637030495858326,-1.4001577429242043,-1.9148173807868551,-0.09393589325439644,-0.14799654653642635,0.477018026190521,-0.04788483956920686,0.16376295184146095,-0.042980008398795344,0.3171675212895644,-0.26612710917723104,0.0
